Ref Image,Check Image,Image Size,Size Group,CLIP Mismatch %,Max Segment Mismatch %,All Segment Mismatch %,Scale Mismatch %,Status
NO_ALERT.png,toCheck_100014_00669s_NO_ALERT.png,NA,NA,NA,NA,NA,NA,Faulty
NO_ALERT.png,toCheck_100014_00872s_NO_ALERT.png,NA,NA,NA,NA,NA,NA,Faulty
NO_ALERT.png,toCheck_100014_01474s_NO_ALERT.png,NA,NA,NA,NA,NA,NA,Faulty
NO_ALERT.png,toCheck_100015_00562s_NO_ALERT.png,NA,NA,NA,NA,NA,NA,Faulty
NO_ALERT.png,toCheck_100015_00359s_NO_ALERT.png,NA,NA,NA,NA,NA,NA,Faulty
NO_ALERT.png,toCheck_100015_00401s_NO_ALERT.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_33_OFF.png,toCheck_100049_00476s_BUZ_33_OFF.png,50x48,Very Small,4.37,4.39,"[0.66, 0.76, 0.29, 0.05, 2.22, 2.34, 4.39, 0.07, 1.46, 4.13, 0.1, 0.29]",0.0,NOK
BUZ_34_OFF.png,toCheck_100049_00550s_BUZ_34_OFF.png,50x48,Very Small,4.44,4.59,"[0.63, 0.66, 0.54, 0.05, 2.12, 3.32, 4.59, 0.05, 1.42, 1.81, 1.17, 0.39]",0.0,NOK
BUZ_45_OFF.png,toCheck_100049_00625s_BUZ_45_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_45_OFF.png,toCheck_100049_00679s_BUZ_45_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_13_OFF.png,toCheck_100049_00252s_BUZ_13_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_14_OFF.png,toCheck_100049_00327s_BUZ_14_OFF.png,50x48,Very Small,1.03,4.44,"[0.02, 0.24, 0.51, 0.05, 0.17, 1.27, 4.44, 0.07, 0.02, 1.81, 1.15, 0.46]",0.0,NOK
BUZ_25_OFF.png,toCheck_100049_00401s_BUZ_25_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_23_OFF.png,toCheck_100050_00961s_BUZ_23_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_26_OFF.png,toCheck_100050_01035s_BUZ_26_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_32_OFF.png,toCheck_100050_01525s_BUZ_32_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_08_OFF.png,toCheck_100050_00242s_BUZ_08_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_09_OFF.png,toCheck_100050_00812s_BUZ_09_OFF.png,50x48,Very Small,3.37,4.52,"[0.2, 0.83, 0.76, 0.22, 1.39, 4.52, 3.05, 0.12, 0.2, 2.05, 1.66, 1.49]",0.0,NOK
BUZ_10_OFF.png,toCheck_100050_00886s_BUZ_10_OFF.png,50x48,Very Small,1.88,1.68,"[0.05, 0.07, 0.2, 0.02, 0.05, 1.34, 1.68, 0.07, 0.05, 0.1, 0.07, 0.15]",0.0,NOK
BUZ_04_OFF.png,toCheck_100051_00466s_BUZ_04_OFF.png,50x48,Very Small,3.88,4.05,"[0.32, 0.29, 0.81, 0.42, 1.42, 3.93, 3.78, 0.15, 0.17, 2.05, 4.05, 1.05]",0.0,NOK
BUZ_06_OFF.png,toCheck_100051_00540s_BUZ_06_OFF.png,50x48,Very Small,3.83,4.81,"[0.2, 0.66, 0.68, 0.22, 1.56, 4.81, 2.76, 0.12, 0.07, 2.29, 1.32, 0.9]",0.0,NOK
BUZ_18_OFF.png,toCheck_100051_00615s_BUZ_18_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_22_OFF.png,toCheck_100051_00724s_BUZ_22_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_24_OFF.png,toCheck_100051_00949s_BUZ_24_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_01_OFF.png,toCheck_100051_00242s_BUZ_01_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_12_OFF.png,toCheck_100051_00317s_BUZ_12_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_02_OFF.png,toCheck_100051_00391s_BUZ_02_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_17_OFF.png,toCheck_100052_00242s_BUZ_17_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_20_OFF.png,toCheck_100052_00317s_BUZ_20_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_48_OFF.png,toCheck_100052_00391s_BUZ_48_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_32_OFF.png,toCheck_100055_01543s_BUZ_32_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BUZ_09_OFF.png,toCheck_100055_00818s_BUZ_09_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
ELKA_LL_ALT_10925_4_FR.png,toCheck_100000_00443s_ELKA_LL_ALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10925_3_FR.png,toCheck_100000_00443s_TXTALT_10925_3_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100000_00443s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100000_00443s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
ELKA_LL_ALT_10925_4_FR.png,toCheck_100000_00468s_ELKA_LL_ALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10925_16_FR.png,toCheck_100000_00468s_TXTALT_10925_16_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10925_4_FR.png,toCheck_100000_00483s_TXTALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100000_00483s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
ELKA_RL_ALT_10925_4_FR.png,toCheck_100000_00498s_ELKA_RL_ALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10925_3_FR.png,toCheck_100000_00498s_TXTALT_10925_3_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100000_00498s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
ELKA_RL_ALT_10925_4_FR.png,toCheck_100000_00523s_ELKA_RL_ALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10925_4_FR.png,toCheck_100000_00538s_TXTALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100000_00538s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100000_00538s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
ELKA_BT_ALT_10925_4_FR.png,toCheck_100000_00553s_ELKA_BT_ALT_10925_4_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TXTALT_10925_3_FR.png,toCheck_100000_00553s_TXTALT_10925_3_FR.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100000_00553s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100000_00553s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100000_00428s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100000_00428s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
LL_RED_RL_GRY.png,toCheck_100001_00466s_LL_RED_RL_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
LL_GRY_RL_RED.png,toCheck_100001_00481s_LL_GRY_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100001_00491s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_RED.png,toCheck_100001_00496s_LL_WHT_RL_RED.png,NA,NA,NA,NA,NA,NA,Faulty
LL_WHT_RL_WHT.png,toCheck_100001_00506s_LL_WHT_RL_WHT.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100001_00534s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100001_00539s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100001_00539s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100001_00423s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100001_00428s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_STOP_OFF.png,toCheck_100002_00425s_TLT_STOP_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100002_00410s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
BOTH_LANE_GRY.png,toCheck_100002_00415s_BOTH_LANE_GRY.png,NA,NA,NA,NA,NA,NA,Faulty
TLT_SERV_OFF.png,toCheck_100002_00425s_TLT_SERV_OFF.png,NA,NA,NA,NA,NA,NA,Faulty
